"","external_gene_name","description","gene_biotype"
"12451","Gm36246","predicted gene, 36246 [Source:MGI Symbol;Acc:MGI:5595405]","lncRNA"
"12452","4930534H18Rik","RIKEN cDNA 4930534H18 gene [Source:MGI Symbol;Acc:MGI:1915424]","lncRNA"
"12453","Gm49662","predicted gene, 49662 [Source:MGI Symbol;Acc:MGI:6215102]","lncRNA"
"12454","Gm11335","predicted gene 11335 [Source:MGI Symbol;Acc:MGI:3705194]","lncRNA"
"12455","Gm47566","predicted gene, 47566 [Source:MGI Symbol;Acc:MGI:6096592]","lncRNA"
"12456","Gm35769","predicted gene, 35769 [Source:MGI Symbol;Acc:MGI:5594928]","lncRNA"
"12457","Gm49735","predicted gene, 49735 [Source:MGI Symbol;Acc:MGI:6215221]","lncRNA"
"12458","4930500H12Rik","RIKEN cDNA 4930500H12 gene [Source:MGI Symbol;Acc:MGI:1922241]","lncRNA"
"12459","5033406O09Rik","RIKEN cDNA 5033406O09 gene [Source:MGI Symbol;Acc:MGI:1923205]","lncRNA"
"12460","Gm19605","predicted gene, 19605 [Source:MGI Symbol;Acc:MGI:5011790]","lncRNA"
"12461","Gm49208","predicted gene, 49208 [Source:MGI Symbol;Acc:MGI:6118659]","lncRNA"
"12462","B930059L03Rik","RIKEN cDNA B930059L03 gene [Source:MGI Symbol;Acc:MGI:2442724]","lncRNA"
"12463","Gm41386","predicted gene, 41386 [Source:MGI Symbol;Acc:MGI:5624271]","lncRNA"
"12464","4930461C15Rik","RIKEN cDNA 4930461C15 gene [Source:MGI Symbol;Acc:MGI:1922133]","lncRNA"
"12465","Gm36329","predicted gene, 36329 [Source:MGI Symbol;Acc:MGI:5595488]","lncRNA"
"12466","4930565N06Rik","RIKEN cDNA 4930565N06 gene [Source:MGI Symbol;Acc:MGI:1915556]","lncRNA"
"12467","D430001F17Rik","RIKEN cDNA D430001F17 gene [Source:MGI Symbol;Acc:MGI:2441973]","lncRNA"
"12468","Gm26822","predicted gene, 26822 [Source:MGI Symbol;Acc:MGI:5477316]","lncRNA"
"12469","Gm4035","predicted gene 4035 [Source:MGI Symbol;Acc:MGI:3782209]","lncRNA"
"12470","6720427I07Rik","RIKEN cDNA 6720427I07 gene [Source:MGI Symbol;Acc:MGI:1924398]","lncRNA"
"12471","9330020H09Rik","RIKEN cDNA 9330020H09 gene [Source:MGI Symbol;Acc:MGI:3704457]","lncRNA"
"12472","Gm30564","predicted gene, 30564 [Source:MGI Symbol;Acc:MGI:5589723]","lncRNA"
"12473","Gm33195","predicted gene, 33195 [Source:MGI Symbol;Acc:MGI:5592354]","lncRNA"
"12474","4930547E14Rik","RIKEN cDNA 4930547E14 gene [Source:MGI Symbol;Acc:MGI:1922395]","lncRNA"
"12475","Meg3","maternally expressed 3 [Source:MGI Symbol;Acc:MGI:1202886]","lncRNA"
"12476","4930509G22Rik","RIKEN cDNA 4930509G22 gene [Source:MGI Symbol;Acc:MGI:1914984]","lncRNA"
"12477","Gm20324","predicted gene, 20324 [Source:MGI Symbol;Acc:MGI:5012509]","lncRNA"
"12478","Gm16006","predicted gene 16006 [Source:MGI Symbol;Acc:MGI:3801853]","lncRNA"
"12479","Gm46516","predicted gene, 46516 [Source:MGI Symbol;Acc:MGI:5826153]","lncRNA"
"12480","Gm35019","predicted gene, 35019 [Source:MGI Symbol;Acc:MGI:5594178]","lncRNA"
"12481","6430553K19Rik","RIKEN cDNA 6430553K19 gene [Source:MGI Symbol;Acc:MGI:3588245]","lncRNA"
"12482","Nme5","NME/NM23 family member 5 [Source:MGI Symbol;Acc:MGI:1922783]","protein_coding"
"12483","Gm41361","predicted gene, 41361 [Source:MGI Symbol;Acc:MGI:5624246]","lncRNA"
"12484","Gm50012","predicted gene, 50012 [Source:MGI Symbol;Acc:MGI:6275301]","lncRNA"
"12485","Lncppara","long noncoding RNA near Ppara [Source:MGI Symbol;Acc:MGI:5568843]","lncRNA"
"12486","0610012D04Rik","RIKEN cDNA 0610012D04 gene [Source:MGI Symbol;Acc:MGI:1918926]","lncRNA"
"12487","Hspa9","heat shock protein 9 [Source:MGI Symbol;Acc:MGI:96245]","protein_coding"
"12488","Gm16876","predicted gene, 16876 [Source:MGI Symbol;Acc:MGI:4439800]","lncRNA"
"12489","Gm15964","predicted gene 15964 [Source:MGI Symbol;Acc:MGI:3802003]","lncRNA"
"12490","Gm49901","predicted gene, 49901 [Source:MGI Symbol;Acc:MGI:6270597]","lncRNA"
"12491","Gm20069","predicted gene, 20069 [Source:MGI Symbol;Acc:MGI:5012254]","lncRNA"
"12492","Gm41654","predicted gene, 41654 [Source:MGI Symbol;Acc:MGI:5624539]","lncRNA"
"12493","Gm32004","predicted gene, 32004 [Source:MGI Symbol;Acc:MGI:5591163]","lncRNA"
"12494","Gm5094","predicted gene 5094 [Source:MGI Symbol;Acc:MGI:3647348]","lncRNA"
"12495","Gm34150","predicted gene, 34150 [Source:MGI Symbol;Acc:MGI:5593309]","lncRNA"
"12496","Gm10732","predicted gene 10732 [Source:MGI Symbol;Acc:MGI:3642638]","lncRNA"
"12497","Gm49915","predicted gene, 49915 [Source:MGI Symbol;Acc:MGI:6270617]","lncRNA"
"12498","Pp2d1","protein phosphatase 2C-like domain containing 1 [Source:MGI Symbol;Acc:MGI:3612067]","protein_coding"
"12499","Gm33936","predicted gene, 33936 [Source:MGI Symbol;Acc:MGI:5593095]","lncRNA"
"12500","H2-DMb1","histocompatibility 2, class II, locus Mb1 [Source:MGI Symbol;Acc:MGI:95922]","protein_coding"
"12501","Gm20496","predicted gene 20496 [Source:MGI Symbol;Acc:MGI:5141961]","lncRNA"
"12502","Gm15821","predicted gene 15821 [Source:MGI Symbol;Acc:MGI:3801940]","lncRNA"
"12503","Gm9776","predicted gene 9776 [Source:MGI Symbol;Acc:MGI:3641792]","lncRNA"
"12504","Gm33508","predicted gene, 33508 [Source:MGI Symbol;Acc:MGI:5592667]","lncRNA"
"12505","Pkd1","polycystin 1, transient receptor potential channel interacting [Source:MGI Symbol;Acc:MGI:97603]","protein_coding"
"12506","Gm30551","predicted gene, 30551 [Source:MGI Symbol;Acc:MGI:5589710]","lncRNA"
"12507","Gm34093","predicted gene, 34093 [Source:MGI Symbol;Acc:MGI:5593252]","lncRNA"
"12508","Gm26754","predicted gene, 26754 [Source:MGI Symbol;Acc:MGI:5477248]","lncRNA"
"12509","Gm17133","predicted gene 17133 [Source:MGI Symbol;Acc:MGI:4937960]","lncRNA"
"12510","Gm31342","predicted gene, 31342 [Source:MGI Symbol;Acc:MGI:5590501]","lncRNA"
"12511","Gm49312","predicted gene, 49312 [Source:MGI Symbol;Acc:MGI:6118817]","lncRNA"
"12512","Gm35167","predicted gene, 35167 [Source:MGI Symbol;Acc:MGI:5594326]","lncRNA"
"12513","Dsc2","desmocollin 2 [Source:MGI Symbol;Acc:MGI:103221]","protein_coding"
"12514","Gm49958","predicted gene, 49958 [Source:MGI Symbol;Acc:MGI:6270680]","lncRNA"
"12515","Rian","RNA imprinted and accumulated in nucleus [Source:MGI Symbol;Acc:MGI:1922995]","lncRNA"
"12516","1700048M11Rik","RIKEN cDNA 1700048M11 gene [Source:MGI Symbol;Acc:MGI:1920636]","lncRNA"
"12517","1810021B22Rik","RIKEN cDNA 1810021B22 gene [Source:MGI Symbol;Acc:MGI:1916370]","lncRNA"
"12518","Gm50021","predicted gene, 50021 [Source:MGI Symbol;Acc:MGI:6275317]","lncRNA"
"12519","Dach1","dachshund family transcription factor 1 [Source:MGI Symbol;Acc:MGI:1277991]","protein_coding"
"12520","4930447K03Rik","RIKEN cDNA 4930447K03 gene [Source:MGI Symbol;Acc:MGI:1921231]","lncRNA"
"12521","A930006K02Rik","RIKEN cDNA A930006K02 gene [Source:MGI Symbol;Acc:MGI:1925683]","lncRNA"
"12522","Gm671","predicted gene 671 [Source:MGI Symbol;Acc:MGI:2685517]","lncRNA"
"12523","Gm39556","predicted gene, 39556 [Source:MGI Symbol;Acc:MGI:5622441]","lncRNA"
"12524","Gm20717","predicted gene 20717 [Source:MGI Symbol;Acc:MGI:5313164]","lncRNA"
"12525","Gm49189","predicted gene, 49189 [Source:MGI Symbol;Acc:MGI:6118629]","lncRNA"
"12526","1700016G22Rik","RIKEN cDNA 1700016G22 gene [Source:MGI Symbol;Acc:MGI:1919117]","lncRNA"
"12527","Gm49004","predicted gene, 49004 [Source:MGI Symbol;Acc:MGI:6118358]","lncRNA"
"12528","A330009N23Rik","RIKEN cDNA A330009N23 gene [Source:MGI Symbol;Acc:MGI:2443491]","lncRNA"
"12529","Phf11c","PHD finger protein 11C [Source:MGI Symbol;Acc:MGI:3648476]","protein_coding"
"12530","Gm6566","predicted gene 6566 [Source:MGI Symbol;Acc:MGI:3647745]","lncRNA"
"12531","Sacs","sacsin [Source:MGI Symbol;Acc:MGI:1354724]","protein_coding"
"12532","Gm47863","predicted gene, 47863 [Source:MGI Symbol;Acc:MGI:6097080]","lncRNA"
"12533","Gm47827","predicted gene, 47827 [Source:MGI Symbol;Acc:MGI:6097022]","lncRNA"
"12534","Gm17066","predicted gene 17066 [Source:MGI Symbol;Acc:MGI:4937893]","lncRNA"
"12535","4932412D23Rik","RIKEN cDNA 4932412D23 gene [Source:MGI Symbol;Acc:MGI:1922972]","lncRNA"
"12536","Gm15943","predicted gene 15943 [Source:MGI Symbol;Acc:MGI:3802102]","lncRNA"
"12537","Gm2800","predicted gene 2800 [Source:MGI Symbol;Acc:MGI:3780969]","lncRNA"
"12538","Gm50034","predicted gene, 50034 [Source:MGI Symbol;Acc:MGI:6275338]","lncRNA"
"12539","Tpm3-rs7","tropomyosin 3, related sequence 7 [Source:MGI Symbol;Acc:MGI:99705]","protein_coding"
"12540","4930473H19Rik","RIKEN cDNA 4930473H19 gene [Source:MGI Symbol;Acc:MGI:1922176]","lncRNA"
"12541","Gm36423","predicted gene, 36423 [Source:MGI Symbol;Acc:MGI:5595582]","lncRNA"
"12542","Zfp97","zinc finger protein 97 [Source:MGI Symbol;Acc:MGI:105921]","protein_coding"
"12543","Dsg3","desmoglein 3 [Source:MGI Symbol;Acc:MGI:99499]","protein_coding"
"12544","Mir99ahg","Mir99a and Mirlet7c-1 host gene (non-protein coding) [Source:MGI Symbol;Acc:MGI:1919929]","lncRNA"
"12545","Gm49085","predicted gene, 49085 [Source:MGI Symbol;Acc:MGI:6118472]","lncRNA"
"12546","Dct","dopachrome tautomerase [Source:MGI Symbol;Acc:MGI:102563]","protein_coding"
"12547","A830082K12Rik","RIKEN cDNA A830082K12 gene [Source:MGI Symbol;Acc:MGI:2443527]","lncRNA"
"12548","Vmn2r96","vomeronasal 2, receptor 96 [Source:MGI Symbol;Acc:MGI:3644514]","protein_coding"
"12549","Vmn2r99","vomeronasal 2, receptor 99 [Source:MGI Symbol;Acc:MGI:3644540]","protein_coding"
"12550","Gm49179","predicted gene, 49179 [Source:MGI Symbol;Acc:MGI:6118614]","lncRNA"
"12551","Gm49768","predicted gene, 49768 [Source:MGI Symbol;Acc:MGI:6215279]","lncRNA"
"12552","Nuggc","nuclear GTPase, germinal center associated [Source:MGI Symbol;Acc:MGI:2685446]","protein_coding"
"12553","Gm34590","predicted gene, 34590 [Source:MGI Symbol;Acc:MGI:5593749]","lncRNA"
"12554","Gm40576","predicted gene, 40576 [Source:MGI Symbol;Acc:MGI:5623461]","lncRNA"
"12555","Gm32834","predicted gene, 32834 [Source:MGI Symbol;Acc:MGI:5591993]","lncRNA"
"12556","Gm49236","predicted gene, 49236 [Source:MGI Symbol;Acc:MGI:6118700]","lncRNA"
"12557","Mzb1","marginal zone B and B1 cell-specific protein 1 [Source:MGI Symbol;Acc:MGI:1917066]","protein_coding"
"12558","Fgf1","fibroblast growth factor 1 [Source:MGI Symbol;Acc:MGI:95515]","protein_coding"
"12559","Gm47882","predicted gene, 47882 [Source:MGI Symbol;Acc:MGI:6097109]","lncRNA"
"12560","Gm26766","predicted gene, 26766 [Source:MGI Symbol;Acc:MGI:5477260]","lncRNA"
"12561","Gm10433","predicted gene 10433 [Source:MGI Symbol;Acc:MGI:3642010]","lncRNA"
"12562","Gm16136","predicted gene 16136 [Source:MGI Symbol;Acc:MGI:3802137]","lncRNA"
"12563","Gm36445","predicted gene, 36445 [Source:MGI Symbol;Acc:MGI:5595604]","lncRNA"
"12564","Gm49519","predicted gene, 49519 [Source:MGI Symbol;Acc:MGI:6155213]","lncRNA"
"12565","Gm17546","predicted gene, 17546 [Source:MGI Symbol;Acc:MGI:4937180]","lncRNA"
"12566","Rnf138","ring finger protein 138 [Source:MGI Symbol;Acc:MGI:1929211]","protein_coding"
"12567","Gm15597","predicted gene 15597 [Source:MGI Symbol;Acc:MGI:3783044]","lncRNA"
"12568","Gm17080","predicted gene 17080 [Source:MGI Symbol;Acc:MGI:4937907]","lncRNA"
"12569","Gm49981","predicted gene, 49981 [Source:MGI Symbol;Acc:MGI:6275259]","lncRNA"
"12570","Tbcc","tubulin-specific chaperone C [Source:MGI Symbol;Acc:MGI:1919976]","protein_coding"
"12571","Gm32401","predicted gene, 32401 [Source:MGI Symbol;Acc:MGI:5591560]","lncRNA"
"12572","Gm28068","predicted gene 28068 [Source:MGI Symbol;Acc:MGI:5578774]","lncRNA"
"12573","Gm48530","predicted gene, 48530 [Source:MGI Symbol;Acc:MGI:6098070]","lncRNA"
"12574","Gm50250","predicted gene, 50250 [Source:MGI Symbol;Acc:MGI:6303065]","lncRNA"
"12575","Gm26877","predicted gene, 26877 [Source:MGI Symbol;Acc:MGI:5477371]","lncRNA"
"12576","C730034F03Rik","RIKEN cDNA C730034F03 gene [Source:MGI Symbol;Acc:MGI:2441921]","lncRNA"
"12577","Gm50138","predicted gene, 50138 [Source:MGI Symbol;Acc:MGI:6302886]","lncRNA"
"12578","Gm50107","predicted gene, 50107 [Source:MGI Symbol;Acc:MGI:6302841]","lncRNA"
"12579","Gm17233","predicted gene 17233 [Source:MGI Symbol;Acc:MGI:4938060]","lncRNA"
"12580","Gm49282","predicted gene, 49282 [Source:MGI Symbol;Acc:MGI:6118767]","lncRNA"
"12581","Gm4278","predicted gene 4278 [Source:MGI Symbol;Acc:MGI:3782455]","lncRNA"
"12582","Stab1","stabilin 1 [Source:MGI Symbol;Acc:MGI:2178742]","protein_coding"
"12583","Gm48570","predicted gene, 48570 [Source:MGI Symbol;Acc:MGI:6098132]","lncRNA"
"12584","Gm36642","predicted gene, 36642 [Source:MGI Symbol;Acc:MGI:5595801]","lncRNA"
"12585","Gm48746","predicted gene, 48746 [Source:MGI Symbol;Acc:MGI:6098418]","lncRNA"
"12586","4931429P17Rik","RIKEN cDNA 4931429P17 gene [Source:MGI Symbol;Acc:MGI:1918221]","lncRNA"
"12587","Gm28707","predicted gene 28707 [Source:MGI Symbol;Acc:MGI:5579413]","lncRNA"
"12588","Trim31","tripartite motif-containing 31 [Source:MGI Symbol;Acc:MGI:2385051]","protein_coding"
"12589","Gm4707","predicted gene 4707 [Source:MGI Symbol;Acc:MGI:3782887]","processed_pseudogene"
"12590","Lrrc63","leucine rich repeat containing 63 [Source:MGI Symbol;Acc:MGI:1918109]","protein_coding"
"12591","Gm49249","predicted gene, 49249 [Source:MGI Symbol;Acc:MGI:6118719]","lncRNA"
"12592","Gm15629","predicted gene 15629 [Source:MGI Symbol;Acc:MGI:3783073]","lncRNA"
"12593","9130008F23Rik","RIKEN cDNA 9130008F23 gene [Source:MGI Symbol;Acc:MGI:1918833]","protein_coding"
"12594","Gm9920","predicted gene 9920 [Source:MGI Symbol;Acc:MGI:3642228]","lncRNA"
"12595","Gm49003","predicted gene, 49003 [Source:MGI Symbol;Acc:MGI:6118356]","lncRNA"
"12596","Gm46515","predicted gene, 46515 [Source:MGI Symbol;Acc:MGI:5826152]","lncRNA"
"12597","Gm50333","predicted gene, 50333 [Source:MGI Symbol;Acc:MGI:6303202]","lncRNA"
"12598","Kbtbd7","kelch repeat and BTB (POZ) domain containing 7 [Source:MGI Symbol;Acc:MGI:2685141]","protein_coding"
"12599","Kbtbd6","kelch repeat and BTB (POZ) domain containing 6 [Source:MGI Symbol;Acc:MGI:3643058]","protein_coding"
"12600","Gm16059","predicted gene 16059 [Source:MGI Symbol;Acc:MGI:3802029]","lncRNA"
"12601","Gm47352","predicted gene, 47352 [Source:MGI Symbol;Acc:MGI:6096254]","lncRNA"
"12602","2610020C07Rik","RIKEN cDNA 2610020C07 gene [Source:MGI Symbol;Acc:MGI:1917168]","lncRNA"
"12603","1700037F03Rik","RIKEN cDNA 1700037F03 gene [Source:MGI Symbol;Acc:MGI:1914566]","lncRNA"
"12604","Gm16575","predicted gene 16575 [Source:MGI Symbol;Acc:MGI:4414995]","lncRNA"
"12605","C030010L15Rik","RIKEN cDNA C030010L15 gene [Source:MGI Symbol;Acc:MGI:1924562]","lncRNA"
"12606","Vmn2r97","vomeronasal 2, receptor 97 [Source:MGI Symbol;Acc:MGI:3645271]","protein_coding"
"12607","Gm26549","predicted gene, 26549 [Source:MGI Symbol;Acc:MGI:5477043]","lncRNA"
"12608","Gm5165","predicted gene 5165 [Source:MGI Symbol;Acc:MGI:3646034]","lncRNA"
"12609","9430065F17Rik","RIKEN cDNA 9430065F17 gene [Source:MGI Symbol;Acc:MGI:1924606]","lncRNA"
"12610","2010309G21Rik","RIKEN cDNA 2010309G21 gene [Source:MGI Symbol;Acc:MGI:1917268]","lncRNA"
"12611","E330011O21Rik","RIKEN cDNA E330011O21 gene [Source:MGI Symbol;Acc:MGI:3759668]","lncRNA"
"12612","Btnl1","butyrophilin-like 1 [Source:MGI Symbol;Acc:MGI:1932027]","protein_coding"
"12613","I730030J21Rik","RIKEN cDNA I730030J21 gene [Source:MGI Symbol;Acc:MGI:3588279]","lncRNA"
"12614","Trav5-1","T cell receptor alpha variable 5-1 [Source:MGI Symbol;Acc:MGI:3815062]","TR_V_gene"
"12615","Trav6-1","T cell receptor alpha variable 6-1 [Source:MGI Symbol;Acc:MGI:3644497]","TR_V_gene"
"12616","Trav7-1","T cell receptor alpha variable 7-1 [Source:MGI Symbol;Acc:MGI:3647460]","TR_V_gene"
"12617","Trav7d-2","T cell receptor alpha variable 7D-2 [Source:MGI Symbol;Acc:MGI:3711992]","TR_V_gene"
"12618","Trav7d-3","T cell receptor alpha variable 7D-3 [Source:MGI Symbol;Acc:MGI:3649861]","TR_V_gene"
"12619","Gm41333","predicted gene, 41333 [Source:MGI Symbol;Acc:MGI:5624218]","lncRNA"
"12620","Trav7d-4","T cell receptor alpha variable 7D-4 [Source:MGI Symbol;Acc:MGI:3651273]","TR_V_gene"
"12621","Trav8d-1","T cell receptor alpha variable 8D-1 [Source:MGI Symbol;Acc:MGI:3650121]","TR_V_gene"
"12622","Trav6d-5","T cell receptor alpha variable 6D-5 [Source:MGI Symbol;Acc:MGI:3649416]","TR_V_gene"
"12623","Gm49066","predicted gene, 49066 [Source:MGI Symbol;Acc:MGI:6118447]","lncRNA"
"12624","Trav10d","T cell receptor alpha variable 10D [Source:MGI Symbol;Acc:MGI:5293417]","TR_V_gene"
"12625","Trav13d-1","T cell receptor alpha variable 13D-1 [Source:MGI Symbol;Acc:MGI:3652171]","TR_V_gene"
"12626","4921525O09Rik","RIKEN cDNA 4921525O09 gene [Source:MGI Symbol;Acc:MGI:1921300]","lncRNA"
"12627","Gm34794","predicted gene, 34794 [Source:MGI Symbol;Acc:MGI:5593953]","lncRNA"
"12628","Trav16d-dv11","T cell receptor alpha variable 16D-DV11 [Source:MGI Symbol;Acc:MGI:3704436]","TR_V_gene"
"12629","Trav14d-3-dv8","T cell receptor alpha variable 14D-3-DV8 [Source:MGI Symbol;Acc:MGI:3822547]","TR_V_gene"
"12630","Trav9n-1","T cell receptor alpha  variable 9N-1 [Source:MGI Symbol;Acc:MGI:3809200]","TR_V_pseudogene"
"12631","Trav6n-5","T cell receptor alpha variable 6N-5 [Source:MGI Symbol;Acc:MGI:3704437]","TR_V_gene"
"12632","Trav10n","T cell receptor alpha variable 10N [Source:MGI Symbol;Acc:MGI:3647936]","TR_V_gene"
"12633","Gm46440","predicted gene, 46440 [Source:MGI Symbol;Acc:MGI:5826077]","lncRNA"
"12634","Trav6n-6","T cell receptor alpha variable 6N-6 [Source:MGI Symbol;Acc:MGI:3642618]","TR_V_gene"
"12635","Trav13n-1","T cell receptor alpha variable 13N-1 [Source:MGI Symbol;Acc:MGI:5009926]","TR_V_gene"
"12636","Snhg18","small nucleolar RNA host gene 18 [Source:MGI Symbol;Acc:MGI:1914085]","lncRNA"
"12637","Trav9n-4","T cell receptor alpha variable 9N-4 [Source:MGI Symbol;Acc:MGI:3583949]","TR_V_gene"
"12638","Gm48116","predicted gene, 48116 [Source:MGI Symbol;Acc:MGI:6097471]","lncRNA"
"12639","Trav8n-2","T cell receptor alpha  variable 8n-2 [Source:MGI Symbol;Acc:MGI:3641705]","TR_V_gene"
"12640","Trav16n","T cell receptor alpha variable 16n [Source:MGI Symbol;Acc:MGI:4439761]","TR_V_gene"
"12641","Trav13n-4","T cell receptor alpha variable 13N-4 [Source:MGI Symbol;Acc:MGI:3642678]","TR_V_gene"
"12642","Trav14n-3","T cell receptor alpha variable 14N-3 [Source:MGI Symbol;Acc:MGI:3584039]","TR_V_gene"
"12643","Trav6-3","T cell receptor alpha variable 6-3 [Source:MGI Symbol;Acc:MGI:3649610]","TR_V_gene"
"12644","Trav7-3","T cell receptor alpha variable 7-3 [Source:MGI Symbol;Acc:MGI:3649556]","TR_V_gene"
"12645","Sult6b1","sulfotransferase family, cytosolic, 6B, member 1 [Source:MGI Symbol;Acc:MGI:1920921]","protein_coding"
"12646","Trav7-4","T cell receptor alpha variable 7-4 [Source:MGI Symbol;Acc:MGI:3649611]","TR_V_gene"
"12647","Trav8-1","T cell receptor alpha variable 8-1 [Source:MGI Symbol;Acc:MGI:3649608]","TR_V_gene"
"12648","Trav9-1","T cell receptor alpha  variable 9-1 [Source:MGI Symbol;Acc:MGI:3650356]","TR_V_gene"
"12649","Gm41396","predicted gene, 41396 [Source:MGI Symbol;Acc:MGI:5624281]","lncRNA"
"12650","Trav6-5","T cell receptor alpha variable 6-5 [Source:MGI Symbol;Acc:MGI:3649609]","TR_V_gene"
"12651","Trav10","T cell receptor alpha variable 10 [Source:MGI Symbol;Acc:MGI:3704132]","TR_V_gene"
"12652","Ttc39d","tetratricopeptide repeat domain 39D [Source:MGI Symbol;Acc:MGI:1914987]","protein_coding"
"12653","Gm46563","predicted gene, 46563 [Source:MGI Symbol;Acc:MGI:5826200]","lncRNA"
"12654","Gm50087","predicted gene, 50087 [Source:MGI Symbol;Acc:MGI:6275421]","lncRNA"
"12655","Trav7-5","T cell receptor alpha variable 7-5 [Source:MGI Symbol;Acc:MGI:3648929]","TR_V_gene"
"12656","2010106G04Rik","RIKEN cDNA 2010106G04 gene [Source:MGI Symbol;Acc:MGI:1923783]","lncRNA"
"12657","Trav13-1","T cell receptor alpha variable 13-1 [Source:MGI Symbol;Acc:MGI:4439904]","TR_V_gene"
"12658","Trav14-1","T cell receptor alpha variable 14-1 [Source:MGI Symbol;Acc:MGI:3646773]","TR_V_gene"
"12659","Hspa1b","heat shock protein 1B [Source:MGI Symbol;Acc:MGI:99517]","protein_coding"
"12660","Hspa1a","heat shock protein 1A [Source:MGI Symbol;Acc:MGI:96244]","protein_coding"
"12661","Trav9-2","T cell receptor alpha  variable 9-2 [Source:MGI Symbol;Acc:MGI:4439903]","TR_V_gene"
"12662","Trav4-3","T cell receptor alpha variable 4-3 [Source:MGI Symbol;Acc:MGI:4440478]","TR_V_gene"
"12663","Trav12-2","T cell receptor alpha variable 12-2 [Source:MGI Symbol;Acc:MGI:5293447]","TR_V_gene"
"12664","Gm10373","predicted gene 10373 [Source:MGI Symbol;Acc:MGI:3642805]","lncRNA"
"12665","Trav12-3","T cell receptor alpha variable 12-3 [Source:MGI Symbol;Acc:MGI:3648633]","TR_V_gene"
"12666","4930414F18Rik","RIKEN cDNA 4930414F18 gene [Source:MGI Symbol;Acc:MGI:1926040]","lncRNA"
"12667","Trav13-2","T cell receptor alpha variable 13-2 [Source:MGI Symbol;Acc:MGI:3651611]","TR_V_gene"
"12668","9230104M06Rik","RIKEN cDNA 9230104M06 gene [Source:MGI Symbol;Acc:MGI:3642845]","lncRNA"
"12669","Trav14-2","T cell receptor alpha variable 14-2 [Source:MGI Symbol;Acc:MGI:3649206]","TR_V_gene"
"12670","Wdfy4","WD repeat and FYVE domain containing 4 [Source:MGI Symbol;Acc:MGI:3584510]","protein_coding"
"12671","Ccdc78","coiled-coil domain containing 78 [Source:MGI Symbol;Acc:MGI:2685784]","protein_coding"
